Advertiser,Advertiser Currency,Insertion Order,App/URL,Impressions,Clicks,Click Rate (CTR),Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency),Media Cost (Advertiser Currency)
,,,,2197134,4236,0.19%,0,0,0,486.320419,381.128855
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,999.md,194065,179,0.09%,0,0,0,29.437524,23.07016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,themindcircle.com,1,0,0.00%,0,0,0,0.00037,0.00029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,themindunleashed.com,1,0,0.00%,0,0,0,0.000281,0.00022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,themobileindian.com,1,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thenamemeaning.com,1,0,0.00%,0,0,0,0.000332,0.00026
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thenews.com.pk,1,0,0.00%,0,0,0,0.000277,0.000217
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,theodora.com,1,0,0.00%,0,0,0,0.000345,0.00027
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,theparking-cars.com,1,0,0.00%,0,0,0,0.000026,0.00002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,therenegadeseamstress.com,1,0,0.00%,0,0,0,0.000287,0.000225
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,therightscoop.com,1,0,0.00%,0,0,0,0.000026,0.00002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thermalinfo.ru,1,0,0.00%,0,0,0,0.000102,0.00008
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thesource.com,1,0,0.00%,0,0,0,0.000142,0.000111
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thestatszone.com,1,0,0.00%,0,0,0,0.000214,0.000168
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thetoc.gr,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,theunstitchd.com,1,0,0.00%,0,0,0,0.000185,0.000145
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,theupgradeguide.com,1,0,0.00%,0,0,0,0.000306,0.00024
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thewalls.ru,1,0,0.00%,0,0,0,0.000293,0.00023
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,theweek.co.uk,1,0,0.00%,0,0,0,0.000236,0.000185
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,theworldnews.net,1,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thewrap.com,1,0,0.00%,0,0,0,0.000019,0.000015
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thoughts-on-java.org,1,0,0.00%,0,0,0,0.00025,0.000196
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,thrillist.com,1,0,0.00%,0,0,0,0.000208,0.000163
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tiff2pdf.com,1,0,0.00%,0,0,0,0.000459,0.00036
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,timelessleaf.com,1,0,0.00%,0,0,0,0.000191,0.00015
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,timeout.com/newyork,1,0,0.00%,0,0,0,0.000308,0.000241
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,timeshighereducation.com,1,0,0.00%,0,0,0,0.001179,0.000924
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,timesofindia.indiatimes.com,1,0,0.00%,0,0,0,0.00031,0.000243
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tiphero.com,1,0,0.00%,0,0,0,0.00012,0.000094
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tipsandtricks.ru,1,0,0.00%,0,0,0,0.000077,0.00006
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tiredmomsupermom.com,1,0,0.00%,0,0,0,0.000653,0.000512
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tizenhelp.com,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tlcme.com,1,0,0.00%,0,0,0,0.000162,0.000127
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tlgrm.eu,1,0,0.00%,0,0,0,0.000051,0.00004
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tnt-premiertv.ru,1,0,0.00%,0,0,0,0.000191,0.00015
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tntpremierru.ru,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tobyscs.com,1,0,0.00%,0,0,0,0.000396,0.00031
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,todaysmag.com,1,0,0.00%,0,0,0,0.000153,0.00012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,todotech20.com,1,0,0.00%,0,0,0,0.000195,0.000153
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toehelp.ru,1,0,0.00%,0,0,0,0.000408,0.00032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tokvid.com,1,0,0.00%,0,0,0,0.00024,0.000188
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tolkoexamen.ru,1,0,0.00%,0,0,0,0.000217,0.00017
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tonusmozga.ru,1,0,0.00%,0,0,0,0.000085,0.000067
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tools4hack.santalab.me,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toolslib.net,1,0,0.00%,0,0,0,0.0006,0.00047
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toomkygames.com,1,0,0.00%,0,0,0,0.000995,0.00078
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topbodies.ru,1,0,0.00%,0,0,0,0.000232,0.000182
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topclassactions.com,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topcor.ru,1,0,0.00%,0,0,0,0.000297,0.000233
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topexpensive.com,1,0,0.00%,0,0,0,0.00037,0.00029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topginekolog.ru,1,0,0.00%,0,0,0,0.000332,0.00026
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topinspired.com,1,0,0.00%,0,0,0,0.000357,0.00028
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topito.com,1,0,0.00%,0,0,0,0.00032,0.000251
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toprecepty.cz,1,0,0.00%,0,0,0,0.000281,0.00022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topsport.bg,1,0,0.00%,0,0,0,0.000079,0.000062
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topstorevipapp.com,1,0,0.00%,0,0,0,0.00037,0.00029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,topteny.com,1,0,0.00%,0,0,0,0.000299,0.000234
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toptenz.net,1,0,0.00%,0,0,0,0.000031,0.000024
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toretame.jp,1,0,0.00%,0,0,0,0.000447,0.00035
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,totalbeauty.com,1,0,0.00%,0,0,0,0.000355,0.000278
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,totaldesign.it,1,0,0.00%,0,0,0,0.000197,0.000154
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,totalmotorcycle.com,1,0,0.00%,0,0,0,0.000316,0.000248
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,totalwomenscycling.com,1,0,0.00%,0,0,0,0.000265,0.000208
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tourismguide.ro,1,0,0.00%,0,0,0,0.000408,0.00032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toutcomment.com,1,0,0.00%,0,0,0,0.000239,0.000187
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tovarizusa.com.ua,1,0,0.00%,0,0,0,0.000153,0.00012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,townhall.com,1,0,0.00%,0,0,0,0.000274,0.000215
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,toyota-club.net,1,0,0.00%,0,0,0,0.000293,0.00023
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tportal.hr,1,0,0.00%,0,0,0,0.00031,0.000243
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trackyserver.com,1,0,0.00%,0,0,0,0.000254,0.000199
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tractorsinfo.com,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tradefairdates.com,1,0,0.00%,0,0,0,0.000077,0.00006
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,traingain.org,1,0,0.00%,0,0,0,0.000217,0.00017
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tranimeizle.com,1,0,0.00%,0,0,0,0.000176,0.000138
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,transfermarkt.es,1,0,0.00%,0,0,0,0.000283,0.000222
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,translit.cc,1,0,0.00%,0,0,0,0.000038,0.00003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,transplo.com,1,0,0.00%,0,0,0,0.000153,0.00012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trattoriusati.com,1,0,0.00%,0,0,0,0.000228,0.000179
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,travelanddestinations.com,1,0,0.00%,0,0,0,0.000574,0.00045
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trendir.com,1,0,0.00%,0,0,0,0.000345,0.00027
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trendrr.net,1,0,0.00%,0,0,0,0.00023,0.00018
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,treningmozga.com,1,0,0.00%,0,0,0,0.000026,0.00002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trickiknow.com,1,0,0.00%,0,0,0,0.000281,0.00022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trickyways.com,1,0,0.00%,0,0,0,0.000393,0.000308
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tricolor-center.ru,1,0,0.00%,0,0,0,0.000166,0.00013
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,triklopodia.gr,1,0,0.00%,0,0,0,0.000166,0.00013
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trill wallpaper - Android (com.garboz.Trill),1,0,0.00%,0,0,0,0.000388,0.000304
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trinikid.com,1,0,0.00%,0,0,0,0.000102,0.00008
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tripadvisor.ie,1,0,0.00%,0,0,0,0.001323,0.001037
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tripminutes.com,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trome.pe,1,0,0.00%,0,0,0,0.00033,0.000259
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trovit.ro,1,0,0.00%,0,0,0,0.000259,0.000203
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trovocamper.it,1,0,0.00%,0,0,0,0.000013,0.00001
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,truckersnews.com,1,0,0.00%,0,0,0,0.000096,0.000075
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trudtk.ru,1,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trueid.net,1,0,0.00%,0,0,0,0.000255,0.0002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,truepeoplesearch.com,1,0,0.00%,0,0,0,0.000408,0.00032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trutop.ru,1,0,0.00%,0,0,0,0.00014,0.00011
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,trytoprogram.com,1,0,0.00%,0,0,0,0.000255,0.0002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ts3.cloud,1,0,0.00%,0,0,0,0.000459,0.00036
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tsekouratoi.gr,1,0,0.00%,0,0,0,0.000089,0.00007
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tsubasa.im,1,0,0.00%,0,0,0,0.000281,0.00022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tubidy.blue,1,0,0.00%,0,0,0,0.000293,0.00023
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tudasfaja.com,1,0,0.00%,0,0,0,0.00044,0.000345
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tudonav.com,1,0,0.00%,0,0,0,0.000272,0.000213
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tulamama.com,1,0,0.00%,0,0,0,0.000255,0.0002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tunecomp.net,1,0,0.00%,0,0,0,0.000153,0.00012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,turbolab.it,1,0,0.00%,0,0,0,0.000273,0.000214
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,turdocs.com,1,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,turistipercaso.it,1,0,0.00%,0,0,0,0.000277,0.000217
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,turkeyalaan.net,1,0,0.00%,0,0,0,0.000038,0.00003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tutknow.ru,1,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tutlane.com,1,0,0.00%,0,0,0,0.000166,0.00013
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tutorialzine.com,1,0,0.00%,0,0,0,0.000203,0.000159
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tuttogreen.it,1,0,0.00%,0,0,0,0.00023,0.00018
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tuttojuve.com,1,0,0.00%,0,0,0,0.000211,0.000165
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tuttomercatoweb.com,1,0,0.00%,0,0,0,0.000214,0.000168
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tutu-app.online,1,0,0.00%,0,0,0,0.000396,0.00031
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tv-100.com,1,0,0.00%,0,0,0,0.000421,0.00033
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tv.liberoquotidiano.it,1,0,0.00%,0,0,0,0.000242,0.00019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tv7plus.com,1,0,0.00%,0,0,0,0.00037,0.00029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvcenter.ru,1,0,0.00%,0,0,0,0.000026,0.00002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tviplayer.iol.pt,1,0,0.00%,0,0,0,0.000228,0.000179
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvl.ro,1,0,0.00%,0,0,0,0.000485,0.00038
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvoidrug.com,1,0,0.00%,0,0,0,0.000459,0.00036
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvorcheskie-proekty.ru,1,0,0.00%,0,0,0,0.000166,0.00013
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvoypulmonolog.ru,1,0,0.00%,0,0,0,0.000268,0.00021
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tvseriesfinale.com,1,0,0.00%,0,0,0,0.000186,0.000146
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tweakbox-download.com,1,0,0.00%,0,0,0,0.000242,0.00019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tweakboxapp.com,1,0,0.00%,0,0,0,0.000038,0.00003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,twelveskip.com,1,0,0.00%,0,0,0,0.000357,0.00028
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,twitgoo.com,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,tykva-toys.ru,1,0,0.00%,0,0,0,0.00014,0.00011
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ua-coins.info,1,0,0.00%,0,0,0,0.000242,0.00019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uahunter.com.ua,1,0,0.00%,0,0,0,0.000217,0.00017
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ubergizmo.com,1,0,0.00%,0,0,0,0.000642,0.000503
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uberhumor.com,1,0,0.00%,0,0,0,0.000024,0.000019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ubertarif.ru,1,0,0.00%,0,0,0,0.000408,0.00032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ubuntuhandbook.org,1,0,0.00%,0,0,0,0.000255,0.0002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uchebnik-tetrad.com,1,0,0.00%,0,0,0,0.000038,0.00003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uchebnikfree.com,1,0,0.00%,0,0,0,0.001365,0.00107
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uchiyaziki.ru,1,0,0.00%,0,0,0,0.00019,0.000149
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uk.news.yahoo.com,1,0,0.00%,0,0,0,0.000314,0.000246
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ukonlineradio.com,1,0,0.00%,0,0,0,0.00037,0.00029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ukr-space.com,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ukraine-storis.pro,1,0,0.00%,0,0,0,0.000153,0.00012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ultimora.news,1,0,0.00%,0,0,0,0.000028,0.000022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uma-beauty.com,1,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,umut.xyz,1,0,0.00%,0,0,0,0.000234,0.000183
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uncareer.net,1,0,0.00%,0,0,0,0.000817,0.00064
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unfollowerstats.com,1,0,0.00%,0,0,0,0.000421,0.00033
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unionbattle.ru,1,0,0.00%,0,0,0,0.000089,0.00007
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unionjournalism.com,1,0,0.00%,0,0,0,0.000182,0.000143
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unionx.in,1,0,0.00%,0,0,0,0.000225,0.000176
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unitconverters.net,1,0,0.00%,0,0,0,0.000612,0.00048
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unitedstateszipcodes.org,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unitslab.com,1,0,0.00%,0,0,0,0.000046,0.000036
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,universal-sci.com,1,0,0.00%,0,0,0,0.000223,0.000175
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unlockapk.com,1,0,0.00%,0,0,0,0.000089,0.00007
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unn.com.ua,1,0,0.00%,0,0,0,0.000069,0.000054
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unofficialtwrp.com,1,0,0.00%,0,0,0,0.000319,0.00025
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unprofesor.com,1,0,0.00%,0,0,0,0.000185,0.000145
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,unturned-servers.net,1,0,0.00%,0,0,0,0.000204,0.00016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,upkodeksrf.ru,1,0,0.00%,0,0,0,0.00023,0.00018
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uralweb.ru,1,0,0.00%,0,0,0,0.000398,0.000312
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,urbo.ro,1,0,0.00%,0,0,0,0.000028,0.000022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uroki-manikura.ru,1,0,0.00%,0,0,0,0.000293,0.00023
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,urokiakvareli.ru,1,0,0.00%,0,0,0,0.000242,0.00019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uromir.ru,1,0,0.00%,0,0,0,0.000153,0.00012
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,urtech.ca,1,0,0.00%,0,0,0,0.000408,0.00032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,usaudiomart.com,1,0,0.00%,0,0,0,0.000114,0.000089
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uucyc.ru,1,0,0.00%,0,0,0,0.000166,0.00013
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uvlekatelnoye.ru,1,0,0.00%,0,0,0,0.000268,0.00021
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uznay-kak.ru,1,0,0.00%,0,0,0,0.000383,0.0003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uznayonline.ru,1,0,0.00%,0,0,0,0.000191,0.00015
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,uzr.com.ua,1,0,0.00%,0,0,0,0.000655,0.000513
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,v-pc.ru,1,0,0.00%,0,0,0,0.000089,0.00007
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vademecum.es,1,0,0.00%,0,0,0,0.000306,0.00024
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,valentinbosioc.com,1,0,0.00%,0,0,0,0.000408,0.00032
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,validcreditcardnumber.com,1,0,0.00%,0,0,0,0.00037,0.00029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vamber.ru,1,0,0.00%,0,0,0,0.00014,0.00011
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vamkamen.ru,1,0,0.00%,0,0,0,0.000293,0.00023
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vancedtube.com,1,0,0.00%,0,0,0,0.000102,0.00008
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vanguardngr.com,1,0,0.00%,0,0,0,0.000064,0.00005
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vannews.ru,1,0,0.00%,0,0,0,0.000281,0.00022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,varta1.com.ua,1,0,0.00%,0,0,0,0.000102,0.00008
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vascak.cz,1,0,0.00%,0,0,0,0.000115,0.00009
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vashakasha.com,1,0,0.00%,0,0,0,0.000906,0.00071
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vashesamodelkino.ru,1,0,0.00%,0,0,0,0.000073,0.000057
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vashipitomcy.ru,1,0,0.00%,0,0,0,0.00037,0.00029
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vasluionline.ro,1,0,0.00%,0,0,0,0.000204,0.00016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vazremont.com,1,0,0.00%,0,0,0,0.000241,0.000189
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vbforums.com,1,0,0.00%,0,0,0,0.000324,0.000254
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vcfm.ru,1,0,0.00%,0,0,0,0.000128,0.0001
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vconnect.com,1,0,0.00%,0,0,0,0.000242,0.00019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,ve7.ru,1,0,0.00%,0,0,0,0.000242,0.00019
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vectorizer.io,1,0,0.00%,0,0,0,0.000421,0.00033
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vectorportal.com,1,0,0.00%,0,0,0,0.000281,0.00022
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,veguci.com,1,0,0.00%,0,0,0,0.000038,0.00003
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,venerbol.ru,1,0,0.00%,0,0,0,0.000204,0.00016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,verilymag.com,1,0,0.00%,0,0,0,0.000177,0.000139
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,veruyugospodi.ru,1,0,0.00%,0,0,0,0.000306,0.00024
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vesit-skolko.ru,1,0,0.00%,0,0,0,0.000255,0.0002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,veterinariya.info,1,0,0.00%,0,0,0,0.000064,0.00005
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,veterinary.academic.ru,1,0,0.00%,0,0,0,0.000209,0.000164
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,vgames.co.il,1,0,0.00%,0,0,0,0.000255,0.0002
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,viber-free.ru,1,0,0.00%,0,0,0,0.000204,0.00016
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,viborprost.ru,1,0,0.00%,0,0,0,0.000191,0.00015
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,videa.hu,1,0,0.00%,0,0,0,0.000434,0.00034
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,video-converter-mp4.com,1,0,0.00%,0,0,0,0.000357,0.00028
Maximum,EUR,IO Traffic | Tombola cu automobil : Chisinau,video.corriere.it,1,0,0.00%,0,0,0,0.000638,0.0005
